"geo_code","domain_supermarket_proximity","domain_supermarket_accessibility","domain_ecommerce_access","domain_socio_demographic","domain_nonsupermarket_proximity","domain_food_for_families","domain_fuel_poverty","country","country_denominator","combined","pp_dec_domain_supermarket_proximity","pp_dec_domain_supermarket_accessibility","pp_dec_domain_ecommerce_access","pp_dec_domain_socio_demographic","pp_dec_domain_nonsupermarket_proximity","pp_dec_domain_food_for_families","pp_dec_domain_fuel_poverty","pp_dec_combined"
"E01013483",27683,20504,8458,6190,31600,8684,4634,"E",32843,15673,9,7,3,2,10,3,2,5
"E01033166",30192,18258,955,1006,32094,7726,1421,"E",32843,16075,10,6,1,1,10,3,1,5
"E01013563",20686,9090,18356,25346,9772,18417,32073,"E",32843,26068,7,3,6,8,3,6,10,8
"E01013599",11033,22639,16854,26711,10926,18091,30538,"E",32843,24137,4,7,6,9,4,6,10,8
"E01013597",19948,17622,8458,7672,15140,16852,5719,"E",32843,4201,7,6,3,3,5,6,2,2
"E01013561",21108,21622,18356,26027,18682,17373,26958,"E",32843,23271,7,7,6,8,6,6,9,8
"E01013519",16120,14734,26601,18296,9652,17038,22399,"E",32843,14830,5,5,9,6,3,6,7,5
"E01013568",5774,27907,955,2921,26756,9495,1373,"E",32843,4841,2,9,1,1,9,3,1,2
"E01013520",18215,13171,18356,28277,11183,16183,30938,"E",32843,24989,6,5,6,9,4,5,10,8
"E01013540",10996,12116,18356,23918,3005,17099,31193,"E",32843,20569,4,4,6,8,1,6,10,7
"E01013502",26537,20748,8458,7604,24191,14051,6096,"E",32843,9548,9,7,3,3,8,5,2,3
"E01013598",11279,10334,8458,10887,12473,17244,10950,"E",32843,2684,4,4,3,4,4,6,4,1
"E01013476",9124,17947,18356,19674,13660,16233,26248,"E",32843,14267,3,6,6,6,5,5,8,5
"E01033171",11366,21572,18356,15739,28157,11032,13920,"E",32843,12804,4,7,6,5,9,4,5,4
"E01013464",24308,21265,16854,25233,16486,17843,26210,"E",32843,22626,8,7,6,8,6,6,8,7
"E01013590",21629,22215,955,1673,29892,7494,19,"E",32843,6940,7,7,1,1,10,3,1,3
"E01013580",23994,15787,26601,25155,9422,16763,27618,"E",32843,23681,8,5,9,8,3,6,9,8
"E01013557",13356,22944,16234,27078,14343,17488,17819,"E",32843,16880,5,7,5,9,5,6,6,6
"E01013508",6160,9017,8458,7675,19071,15576,4944,"E",32843,1466,2,3,3,3,6,5,2,1
"E01013576",14989,17892,26601,29488,4760,17672,32157,"E",32843,29449,5,6,9,9,2,6,10,9
"E01033169",15866,22695,29847,32174,14196,16745,31459,"E",32843,31807,5,7,10,10,5,6,10,10
"E01013471",21950,29449,18356,8726,29743,11356,5708,"E",32843,18196,7,9,6,3,10,4,2,6
"E01013473",29211,26718,8458,4721,24839,13378,2280,"E",32843,13380,9,9,3,2,8,5,1,5
"E01013461",8996,6541,23134,29007,10917,17660,16762,"E",32843,15243,3,2,8,9,4,6,6,5
"E01013460",27243,24855,30790,7144,32187,11436,1601,"E",32843,26540,9,8,10,3,10,4,1,9
"E01013463",4728,6505,26601,31764,12362,18265,22956,"E",32843,24131,2,2,9,10,4,6,7,8
"E01013528",16769,25240,26601,13910,29064,14171,16174,"E",32843,20741,6,8,9,5,9,5,5,7
"E01013498",12424,17703,8458,14960,17222,15771,14963,"E",32843,6258,4,6,3,5,6,5,5,2
"E01033172",5549,25962,26601,8886,28390,8083,7420,"E",32843,13229,2,8,9,3,9,3,3,5
"E01013462",12127,17398,18356,20696,9960,18274,27273,"E",32843,16070,4,6,6,7,4,6,9,5
"E01013530",24810,20887,18356,14980,15294,15636,15196,"E",32843,12719,8,7,6,5,5,5,5,4
"E01013539",8217,9932,29847,32181,1795,16272,32829,"E",32843,31896,3,4,10,10,1,5,10,10
"E01013582",25114,22432,8458,13278,16585,16314,13105,"E",32843,10568,8,7,3,5,6,5,4,4
"E01013565",14128,28467,955,5435,26431,9605,3222,"E",32843,7141,5,9,1,2,9,3,1,3
"E01013456",27854,24707,8458,1518,32000,10313,2407,"E",32843,17742,9,8,3,1,10,4,1,6
"E01013526",6535,7504,26601,24306,14082,16241,28077,"E",32843,19237,2,3,9,8,5,5,9,6
"E01013481",25216,23030,955,3053,31257,4901,1615,"E",32843,10916,8,8,1,1,10,2,1,4
"E01013560",24369,21975,18356,29865,10827,17151,24490,"E",32843,24694,8,7,6,10,4,6,8,8
"E01013575",10804,14353,26601,27277,7823,16620,30465,"E",32843,24578,4,5,9,9,3,6,10,8
"E01013458",19997,17827,6523,13693,21836,11914,16425,"E",32843,8145,7,6,2,5,7,4,6,3
"E01013574",15372,11240,26601,32430,6053,17158,25975,"E",32843,27998,5,4,9,10,2,6,8,9
"E01013492",11450,14589,18356,20906,10340,14387,24561,"E",32843,11796,4,5,6,7,4,5,8,4
"E01013475",29583,23641,8458,3797,29570,12855,1132,"E",32843,15179,10,8,3,2,10,4,1,5
"E01013552",24645,25790,8458,5376,17503,16329,4593,"E",32843,8275,8,8,3,2,6,5,2,3
"E01013587",12256,14194,18356,17377,15828,14650,14251,"E",32843,7306,4,5,6,6,5,5,5,3
"E01013503",27135,26993,18356,15540,29998,13486,10952,"E",32843,22109,9,9,6,5,10,5,4,7
"E01013505",27164,23632,18356,19871,20881,14883,17841,"E",32843,19248,9,8,6,7,7,5,6,6
"E01033168",19064,12070,26601,29942,13253,16190,29405,"E",32843,26997,6,4,9,10,5,5,9,9
"E01013570",6534,28569,955,3294,25725,9722,1136,"E",32843,4939,2,9,1,2,8,3,1,2
"E01013514",22395,18194,18356,22547,13898,17082,28546,"E",32843,21386,7,6,6,7,5,6,9,7
"E01013584",12036,21630,8458,2319,28350,11960,79,"E",32843,5155,4,7,3,1,9,4,1,2
"E01013511",24943,21402,16854,24199,21128,14436,22884,"E",32843,20833,8,7,6,8,7,5,7,7
"E01013558",13824,10946,18356,20720,8981,16636,22820,"E",32843,10850,5,4,6,7,3,6,7,4
"E01013479",31675,23360,6523,1892,32602,11100,1989,"E",32843,23781,10,8,2,1,10,4,1,8
"E01013529",18646,17742,26601,13845,22404,15052,12089,"E",32843,13616,6,6,9,5,7,5,4,5
"E01013595",20567,15984,18356,14041,10369,15662,13464,"E",32843,7658,7,5,6,5,4,5,5,3
"E01013466",28580,15833,23134,30022,12573,17466,30833,"E",32843,29830,9,5,8,10,4,6,10,10
"E01013521",9268,19903,8458,5544,15511,15202,9272,"E",32843,2857,3,7,3,2,5,5,3,1
"E01013500",12793,19047,8458,14601,15741,15133,14232,"E",32843,5843,4,6,3,5,5,5,5,2
"E01013459",15654,26461,8458,12592,25850,10848,9113,"E",32843,9945,5,9,3,4,8,4,3,4
"E01013545",23052,13909,18356,14676,10530,14742,13764,"E",32843,8121,8,5,6,5,4,5,5,3
"E01013544",5338,8817,26601,32193,4275,15789,32741,"E",32843,31230,2,3,9,10,2,5,10,10
"E01013468",27967,26270,23134,27804,13977,16600,32499,"E",32843,31463,9,8,8,9,5,6,10,10
"E01013554",23725,26683,6523,6633,29816,13039,2294,"E",32843,13490,8,9,2,3,10,4,1,5
"E01013489",18266,9408,18356,25798,10502,13856,27478,"E",32843,17589,6,3,6,8,4,5,9,6
"E01013485",22343,24135,955,3288,31348,8324,1472,"E",32843,11060,7,8,1,2,10,3,1,4
"E01013566",15016,28382,955,848,27068,7894,293,"E",32843,5994,5,9,1,1,9,3,1,2
"E01013572",12319,16335,8458,9897,19387,12577,11280,"E",32843,3725,4,5,3,4,6,4,4,2
"E01013586",20048,14148,8458,4546,16360,15512,6194,"E",32843,3115,7,5,3,2,5,5,2,1
"E01013538",28086,21239,8458,7195,28370,12102,5279,"E",32843,12775,9,7,3,3,9,4,2,4
"E01013556",9777,4931,18356,28675,13107,18560,28771,"E",32843,20964,3,2,6,9,4,6,9,7
"E01013546",26289,21528,18356,20931,20863,13370,23369,"E",32843,20260,9,7,6,7,7,5,8,7
"E01013531",24168,26557,8458,8808,19426,15590,8408,"E",32843,10401,8,9,3,3,6,5,3,4
"E01013525",9584,18635,29847,12157,28905,14033,14871,"E",32843,18580,3,6,10,4,9,5,5,6
"E01013549",11805,8023,8458,12139,10125,17229,7023,"E",32843,1874,4,3,3,4,4,6,3,1
"E01013465",23442,17269,23134,27041,14983,18061,30401,"E",32843,27070,8,6,8,9,5,6,10,9
"E01013592",22890,28025,16854,22330,17534,17053,17262,"E",32843,19755,7,9,6,7,6,6,6,7
"E01013581",24108,22100,8458,8113,13793,16054,5562,"E",32843,6272,8,7,3,3,5,5,2,2
"E01013553",14688,12407,8458,10810,13279,16992,8521,"E",32843,3046,5,4,3,4,5,6,3,1
"E01013524",23759,27986,30790,7839,31009,13016,2787,"E",32843,25115,8,9,10,3,10,4,1,8
"E01013551",25319,28373,30790,13737,25136,13756,3403,"E",32843,23273,8,9,10,5,8,5,2,8
"E01013477",24418,29060,8458,8831,23651,13243,8132,"E",32843,13410,8,9,3,3,8,5,3,5
"E01013522",18988,30577,6523,5129,29342,14012,5113,"E",32843,15615,6,10,2,2,9,5,2,5
"E01013513",17935,30501,8458,10849,20073,15784,5402,"E",32843,12097,6,10,3,4,7,5,2,4
"E01013596",24896,18168,16854,24148,14053,16445,22617,"E",32843,18521,8,6,6,8,5,6,7,6
"E01013543",19260,11489,26601,31011,9954,15230,31786,"E",32843,29779,6,4,9,10,4,5,10,10
"E01013497",28460,23412,8458,5180,30268,13006,1963,"E",32843,15293,9,8,3,2,10,4,1,5
"E01013487",6434,29211,955,1339,26598,5303,212,"E",32843,4655,2,9,1,1,9,2,1,2
"E01013493",11695,15207,8458,13547,17951,13721,15994,"E",32843,5141,4,5,3,5,6,5,5,2
"E01025247",21730,30453,955,4298,25963,10677,5192,"E",32843,11629,7,10,1,2,8,4,2,4
"E01025263",9664,15902,8458,6954,16760,19134,10573,"E",32843,3687,3,5,3,3,6,6,4,2
"E01025249",4498,24609,8458,9241,20144,15834,11171,"E",32843,5686,2,8,3,3,7,5,4,2
"E01025300",18346,10874,16854,8611,12676,16330,20628,"E",32843,7318,6,4,6,3,4,5,7,3
"E01025303",18046,8929,26601,24935,11974,17584,31076,"E",32843,25430,6,3,9,8,4,6,10,8
"E01025237",13048,19796,8458,5952,20234,16064,9938,"E",32843,4646,4,7,3,2,7,5,4,2
"E01025305",24440,14434,955,3378,31182,10222,9068,"E",32843,10541,8,5,1,2,10,4,3,4
"E01025279",2559,1509,7780,31561,3087,24713,12036,"E",32843,15483,1,1,3,10,1,8,4,5
"E01025278",2471,7642,26601,31536,3869,21500,27919,"E",32843,25997,1,3,9,10,2,7,9,8
"E01025231",21185,20194,18356,22234,21411,15987,22818,"E",32843,18914,7,7,6,7,7,5,7,6
"E01025251",13776,6373,6523,17158,12312,13797,20854,"E",32843,5246,5,2,2,6,4,5,7,2
"E01025310",16568,19883,18356,7091,25072,13190,7515,"E",32843,7957,6,7,6,3,8,5,3,3
"E01025286",6212,20267,955,1474,15886,17546,904,"E",32843,1192,2,7,1,1,5,6,1,1
"E01025253",18526,10962,29847,32659,12542,17189,32824,"E",32843,32586,6,4,10,10,4,6,10,10
"E01033224",30683,26787,955,1250,32700,8861,3641,"E",32843,23219,10,9,1,1,10,3,2,8
"E01025311",10439,24171,18356,10407,25277,14853,11464,"E",32843,10559,4,8,6,4,8,5,4,4
"E01025267",13329,8876,8458,10395,17468,18212,11679,"E",32843,3814,5,3,3,4,6,6,4,2
"E01025314",31054,22891,30790,13021,31073,11949,7252,"E",32843,28054,10,7,10,4,10,4,3,9
"E01025306",30409,24220,29847,5783,32402,10632,4667,"E",32843,27829,10,8,10,2,10,4,2,9
"E01025288",27357,11948,26601,13153,19413,16133,21275,"E",32843,18491,9,4,9,5,6,5,7,6
"E01025256",12536,17403,18356,20586,20922,16778,26120,"E",32843,17313,4,6,6,7,7,6,8,6
"E01025248",6467,23707,955,1840,25185,14206,277,"E",32843,3073,2,8,1,1,8,5,1,1
"E01025259",11303,21008,23134,27335,15918,18416,32588,"E",32843,29783,4,7,8,9,5,6,10,10
"E01025284",9238,20708,8458,12051,21732,16135,12416,"E",32843,6492,3,7,3,4,7,5,4,2
"E01025313",24621,20899,6523,3990,31158,10997,3011,"E",32843,12294,8,7,2,2,10,4,1,4
"E01025238",12590,16033,955,2874,20618,16151,4050,"E",32843,1984,4,5,1,1,7,5,2,1
"E01025242",13027,10565,23134,25466,14769,15381,20649,"E",32843,14818,4,4,8,8,5,5,7,5
"E01025292",31779,30388,6523,3722,32310,7668,2217,"E",32843,26198,10,10,2,2,10,3,1,8
"E01025270",13137,9769,18356,22933,11363,20286,23571,"E",32843,14029,4,3,6,7,4,7,8,5
"E01025252",23611,10435,8458,10730,21298,14179,20167,"E",32843,9168,8,4,3,4,7,5,7,3
"E01025258",6445,8698,23134,28161,16610,17128,32124,"E",32843,27212,2,3,8,9,6,6,10,9
"E01025266",10389,11220,16854,23799,17461,17340,28997,"E",32843,18752,4,4,6,8,6,6,9,6
"E01025261",8056,13752,18356,17887,16129,17367,23574,"E",32843,11326,3,5,6,6,5,6,8,4
"E01033226",29767,26714,955,1278,32225,9772,3231,"E",32843,20253,10,9,1,1,10,3,1,7
"E01025304",21682,11522,8458,13032,28289,12622,13525,"E",32843,10220,7,4,3,4,9,4,5,4
"E01025271",18100,14212,8458,12342,15322,19787,15049,"E",32843,6945,6,5,3,4,5,7,5,3
"E01025290",28589,29556,6523,3313,32748,12588,5085,"E",32843,25126,9,9,2,2,10,4,2,8
"E01025233",15382,24282,26601,24490,21015,16262,23883,"E",32843,23195,5,8,9,8,7,5,8,8
"E01025295",29099,23519,265,1995,31653,8178,5350,"E",32843,16212,9,8,1,1,10,3,2,5
"E01025299",22951,21656,26601,26101,18758,17260,31794,"E",32843,29817,7,7,9,8,6,6,10,10
"E01025309",11949,26322,8458,13432,22223,14851,13091,"E",32843,9709,4,9,3,5,7,5,4,3
"E01025269",21917,7179,8458,8295,16805,18296,6751,"E",32843,4030,7,3,3,3,6,6,3,2
"E01025268",21070,9950,8458,6179,17402,18943,9602,"E",32843,4629,7,4,3,2,6,6,3,2
"E01025308",11914,15943,29847,11822,24389,13559,8053,"E",32843,13214,4,5,10,4,8,5,3,5
"E01025240",8383,22010,16854,25265,13917,15897,28271,"E",32843,19865,3,7,6,8,5,5,9,7
"E01025243",12096,7933,26601,15924,16006,12842,20157,"E",32843,10535,4,3,9,5,5,4,7,4
"E01025281",1617,3237,14327,31737,2577,22459,17204,"E",32843,17658,1,1,5,10,1,7,6,6
"E01025275",22297,30832,8458,5279,30633,9871,8167,"E",32843,18731,7,10,3,2,10,4,3,6
"E01025273",9634,5855,26601,32620,7887,19679,28665,"E",32843,29331,3,2,9,10,3,6,9,9
"E01025232",21959,31585,29847,7336,24901,14542,6859,"E",32843,23921,7,10,10,3,8,5,3,8
"E01025283",3895,10410,955,2000,18279,17141,428,"E",32843,452,2,4,1,1,6,6,1,1
"E01025234",8220,16884,8458,9189,10674,18536,8962,"E",32843,2742,3,6,3,3,4,6,3,1
"E01025282",2135,12680,7780,21950,6914,22261,27218,"E",32843,12705,1,4,3,7,3,7,9,4
"E01025291",6665,18987,6523,6960,23426,14235,11618,"E",32843,4276,3,6,2,3,8,5,4,2
"E01025262",9934,13866,8458,9861,15243,18513,16722,"E",32843,4783,4,5,3,4,5,6,6,2
"E01025298",27707,26962,955,2927,26788,11348,3411,"E",32843,11356,9,9,1,1,9,4,2,4
"E01025246",27810,24364,955,8503,26113,8919,10866,"E",32843,11758,9,8,1,3,8,3,4,4
"E01025312",20873,22199,26601,10263,25177,14017,12735,"E",32843,15964,7,7,9,4,8,5,4,5
"E01025239",8247,14250,16854,13331,16584,15521,19328,"E",32843,7110,3,5,6,5,6,5,6,3
"E01025265",11888,6698,18356,16315,9521,19158,22067,"E",32843,8642,4,3,6,5,3,6,7,3
"E01025255",10110,14900,26601,31061,11035,17071,32686,"E",32843,31018,4,5,9,10,4,6,10,10
"E01025235",25807,12580,8458,18045,19010,14595,24214,"E",32843,14574,8,4,3,6,6,5,8,5
"E01025245",30881,28193,8458,4476,25110,11630,3935,"E",32843,16753,10,9,3,2,8,4,2,6
"E01025289",26733,29283,6523,6229,31394,12880,5508,"E",32843,20246,9,9,2,2,10,4,2,7
"E01025293",30709,28454,955,829,32527,3032,4839,"E",32843,22585,10,9,1,1,10,1,2,7
"E01025272",3215,3698,26601,30595,2564,20498,31816,"E",32843,27955,1,2,9,10,1,7,10,9
"E01025274",16996,27205,30790,5916,25960,11560,4092,"E",32843,18344,6,9,10,2,8,4,2,6
"E01025277",3339,4673,23134,27722,5496,20149,28071,"E",32843,19157,2,2,8,9,2,7,9,6
"E01025276",12407,14290,6523,12482,24893,12938,10577,"E",32843,5236,4,5,2,4,8,4,4,2
"E01025236",10377,25165,955,2723,20059,15795,2213,"E",32843,3260,4,8,1,1,7,5,1,1
"E01025297",20254,24709,955,2435,26347,10804,3514,"E",32843,6134,7,8,1,1,9,4,2,2
"E01025254",17367,12649,26601,27242,18328,15969,32243,"E",32843,29191,6,4,9,9,6,5,10,9
"E01025257",4216,6048,26601,32219,8080,18615,26009,"E",32843,26299,2,2,9,10,3,6,8,9
"E01025285",21785,27162,8458,7760,22746,13895,6267,"E",32843,9727,7,9,3,3,7,5,2,3
"E01025264",9859,9563,8458,6974,12878,18535,13291,"E",32843,2600,4,3,3,3,4,6,5,1
"E01025250",16074,18321,955,2431,25996,12931,1657,"E",32843,3345,5,6,1,1,8,4,1,2
"E01025287",8322,15740,955,2067,15782,17103,4362,"E",32843,1061,3,5,1,1,5,6,2,1
"E01025296",23928,21537,955,3410,26175,13072,4395,"E",32843,6968,8,7,1,2,8,4,2,3
"E01025244",27166,18588,955,4414,31438,5927,7667,"E",32843,12763,9,6,1,2,10,2,3,4
"E01025302",17791,17890,18356,25518,15627,17944,29295,"E",32843,22828,6,6,6,8,5,6,9,7
"E01033223",32500,26471,6523,1162,32772,7631,7698,"E",32843,27541,10,9,2,1,10,3,3,9
"E01025301",14437,7372,26601,22457,9253,18087,28468,"E",32843,19736,5,3,9,7,3,6,9,7
"E01025294",18495,26276,6523,8358,30508,7537,5826,"E",32843,11933,6,9,2,3,10,3,2,4
"E01025280",1918,4889,26601,31120,3429,21815,26455,"E",32843,23923,1,2,9,10,2,7,9,8
"E01025241",4837,16053,18356,22056,19914,14674,29062,"E",32843,18250,2,5,6,7,7,5,9,6
"E01025260",8318,14101,955,2415,12516,17877,8829,"E",32843,1129,3,5,1,1,4,6,3,1
"E01017789",3954,6775,18356,17226,12153,30756,18807,"E",32843,16717,2,3,6,6,4,10,6,6
"E01017630",3580,1570,23134,27752,7532,32412,32542,"E",32843,31797,2,1,8,9,3,10,10,10
"E01017831",7498,7014,26601,32268,2565,31987,32446,"E",32843,32604,3,3,9,10,1,10,10,10
"E01017825",9516,14131,26601,30544,10990,31551,30953,"E",32843,31651,3,5,9,10,4,10,10,10
"E01017720",747,492,21453,29331,918,32475,23536,"E",32843,27643,1,1,7,9,1,10,8,9
"E01017849",13585,2651,26601,31998,4953,32538,32649,"E",32843,32746,5,1,9,10,2,10,10,10
"E01017700",26366,12563,23134,29294,11417,31449,31042,"E",32843,31793,9,4,8,9,4,10,10,10
"E01017815",8599,5285,26601,31474,1164,32139,30363,"E",32843,31670,3,2,9,10,1,10,10,10
"E01017691",14663,1567,26601,32514,5943,31565,32785,"E",32843,32739,5,1,9,10,2,10,10,10
"E01017887",2513,1350,14327,30563,2392,32683,31945,"E",32843,31679,1,1,5,10,1,10,10,10
"E01017652",819,904,23134,23875,2463,32562,26535,"E",32843,27031,1,1,8,8,1,10,9,9
"E01017850",9987,2419,6523,11208,28750,27288,3716,"E",32843,10095,4,1,2,4,9,9,2,4
"E01017671",1453,2045,21453,30932,107,32619,29729,"E",32843,31008,1,1,7,10,1,10,10,10
"E01017767",15868,13248,14327,24032,7639,32598,23595,"E",32843,27580,5,5,5,8,3,10,8,9
"E01017780",5842,2767,26601,31156,26923,30395,31847,"E",32843,32176,2,1,9,10,9,10,10,10
"E01017663",30522,13404,955,7624,22515,28707,12541,"E",32843,19414,10,5,1,3,7,9,4,6
"E01017675",1994,1327,14327,31412,7530,32007,32287,"E",32843,31708,1,1,5,10,3,10,10,10
"E01017834",3049,6446,23134,28322,4649,32086,26719,"E",32843,28122,1,2,8,9,2,10,9,9
"E01017678",7795,3528,26601,32064,2394,31181,29466,"E",32843,31145,3,2,9,10,1,10,9,10
"E01017852",11576,2779,6523,18760,21307,29368,18836,"E",32843,15362,4,1,2,6,7,9,6,5
"E01017676",1323,747,23134,32207,22196,32322,31192,"E",32843,32432,1,1,8,10,7,10,10,10
"E01017748",15970,5026,8458,11398,28729,28590,14986,"E",32843,16423,5,2,3,4,9,9,5,6
"E01017627",6761,3638,23134,23750,5656,32644,22282,"E",32843,26783,3,2,8,8,2,10,7,9
"E01017629",3943,2605,23134,32528,4728,32698,29057,"E",32843,32224,2,1,8,10,2,10,9,10
"E01017918",7141,3454,13349,20566,6350,32766,23466,"E",32843,25258,3,2,5,7,2,10,8,8
"E01017884",13031,5701,18356,21583,8212,31649,31822,"E",32843,29134,4,2,6,7,3,10,10,9
"E01017867",9137,4267,18356,17903,7554,31620,14336,"E",32843,17410,3,2,6,6,3,10,5,6
"E01017886",2302,1217,23134,29371,1777,32646,23784,"E",32843,28787,1,1,8,9,1,10,8,9
"E01017902",9231,11228,18356,12653,12453,30820,5698,"E",32843,13354,3,4,6,4,4,10,2,5
"E01017833",5587,2839,26601,31645,8812,31677,32227,"E",32843,32256,2,1,9,10,3,10,10,10
"E01017808",19120,14126,18356,19483,20518,31777,24550,"E",32843,27041,6,5,6,6,7,10,8,9
"E01017665",22901,6589,8458,9207,18270,27243,9090,"E",32843,9985,7,3,3,3,6,9,3,4
"E01017842",1476,1265,21453,32055,1681,32652,30421,"E",32843,31892,1,1,7,10,1,10,10,10
"E01017723",18780,7875,8458,10992,8397,30150,10282,"E",32843,11061,6,3,3,4,3,10,4,4
"E01017674",290,500,21453,32339,547,32782,24580,"E",32843,31305,1,1,7,10,1,10,8,10
"E01017891",24275,16346,23134,28397,18177,32540,32572,"E",32843,32708,8,5,8,9,6,10,10,10
"E01017757",14677,3880,23134,29607,6403,32241,28497,"E",32843,30365,5,2,8,10,2,10,9,10
"E01017699",32112,6324,6523,15056,16448,30451,20798,"E",32843,26088,10,2,2,5,6,10,7,8
"E01017921",12968,4754,29847,20697,28010,29101,17455,"E",32843,25987,4,2,10,7,9,9,6,8
"E01017832",3747,5019,23134,27782,5201,30988,29316,"E",32843,27424,2,2,8,9,2,10,9,9
"E01017914",8243,3771,26601,27141,14379,31380,25778,"E",32843,27834,3,2,9,9,5,10,8,9
"E01017806",8000,7062,23134,32190,6958,31826,31072,"E",32843,31989,3,3,8,10,3,10,10,10
"E01017632",19969,3247,23134,32343,4207,32476,31247,"E",32843,32561,7,1,8,10,2,10,10,10
"E01017941",11437,8869,18356,21841,9472,31730,24387,"E",32843,24002,4,3,6,7,3,10,8,8
"E01017810",29665,21581,16854,12645,16030,32175,21754,"E",32843,28884,10,7,6,4,5,10,7,9
"E01017634",31837,18031,26601,16726,20698,29209,24123,"E",32843,29992,10,6,9,6,7,9,8,10
"E01017664",6436,2634,26601,30602,9977,30930,32807,"E",32843,32249,2,1,9,10,4,10,10,10
"E01017841",17282,6822,26601,31873,8827,30044,32732,"E",32843,32535,6,3,9,10,3,10,10,10
"E01017732",1817,10010,23134,31095,3712,32218,30446,"E",32843,31295,1,4,8,10,2,10,10,10
"E01017722",19516,12838,26601,29051,3508,31118,30136,"E",32843,30776,6,4,9,9,2,10,10,10
"E01017875",2678,1590,26601,32838,1640,32638,28498,"E",32843,32456,1,1,9,10,1,10,9,10
"E01017845",23386,5851,18356,14175,17105,31331,24110,"E",32843,24096,8,2,6,5,6,10,8,8
"E01017771",5217,1400,23134,29428,10423,30328,32640,"E",32843,31231,2,1,8,9,4,10,10,10
"E01017919",20704,4000,29847,13848,30767,20007,16314,"E",32843,22918,7,2,10,5,10,7,5,7
"E01017705",19556,4072,26601,21716,4177,29185,24826,"E",32843,22867,6,2,9,7,2,9,8,7
"E01017889",5249,13292,23134,18858,12268,32437,24010,"E",32843,26577,2,5,8,6,4,10,8,9
"E01017938",7873,3176,26601,32764,6521,31349,31272,"E",32843,32412,3,1,9,10,2,10,10,10
"E01017726",25213,5534,23134,22094,26935,32719,25094,"E",32843,31286,8,2,8,7,9,10,8,10
"E01017667",25042,17068,18356,14779,12673,29292,8577,"E",32843,17844,8,6,6,5,4,9,3,6
"E01017843",10444,4199,16854,24962,8569,31597,29886,"E",32843,27321,4,2,6,8,3,10,10,9
"E01017785",2869,2408,14327,32473,4360,32583,32788,"E",32843,32686,1,1,5,10,2,10,10,10
"E01017793",5592,1414,18356,18687,26774,29896,19884,"E",32843,20312,2,1,6,6,9,10,7,7
"E01017754",24014,7043,14327,31647,6285,32374,29894,"E",32843,31901,8,3,5,10,2,10,10,10
"E01017683",2078,765,21453,30651,142,32610,30078,"E",32843,30958,1,1,7,10,1,10,10,10
"E01017738",6935,18498,14327,21731,28886,32806,22062,"E",32843,30278,3,6,5,7,9,10,7,10
"E01017679",7510,3342,23134,26681,1566,31575,24522,"E",32843,25096,3,2,8,9,1,10,8,8
"E01017830",7478,6469,23134,24683,6525,31948,28776,"E",32843,27852,3,2,8,8,2,10,9,9
"E01017706",24722,15631,18356,16881,4856,27632,14740,"E",32843,16298,8,5,6,6,2,9,5,5
"E01017892",17990,3269,26601,32831,4031,32643,30118,"E",32843,32714,6,1,9,10,2,10,10,10
"E01017761",7587,4566,26601,31284,7004,32693,31425,"E",32843,32390,3,2,9,10,3,10,10,10
"E01017784",3014,2056,26601,32231,2471,32415,29247,"E",32843,31887,1,1,9,10,1,10,9,10
"E01017848",13616,8746,26601,31657,7716,32399,28618,"E",32843,31923,5,3,9,10,3,10,9,10
"E01017877",3660,4213,23134,25515,6955,32267,28444,"E",32843,28212,2,2,8,8,3,10,9,9
"E01017736",6938,7244,12493,17047,27379,32799,21212,"E",32843,27870,3,3,4,6,9,10,7,9
"E01017807",20514,10452,23134,28943,16180,31612,28025,"E",32843,30504,7,4,8,9,5,10,9,10
"E01017851",10275,2995,6523,14498,28871,26469,18296,"E",32843,14544,4,1,2,5,9,9,6,5
"E01017657",1331,2577,30647,30926,3450,32407,30139,"E",32843,31997,1,1,10,10,2,10,10,10
"E01017812",6515,15248,18356,22888,27766,30447,21446,"E",32843,25532,2,5,6,7,9,10,7,8
"E01017838",24054,5763,6523,19232,27053,30202,21168,"E",32843,23699,8,2,2,6,9,10,7,8
"E01017809",17508,22206,18356,19286,18551,31637,18037,"E",32843,25597,6,7,6,6,6,10,6,8
"E01017805",8346,12929,18356,14537,11835,31666,15631,"E",32843,18938,3,4,6,5,4,10,5,6
"E01017682",2566,895,21453,32362,10459,32072,28996,"E",32843,31472,1,1,7,10,4,10,9,10
"E01017819",27345,8329,26601,32796,8018,32592,29470,"E",32843,32788,9,3,9,10,3,10,9,10
"E01017727",19289,6685,26601,31551,24982,32501,32681,"E",32843,32821,6,3,9,10,8,10,10,10
"E01017716",966,907,23134,30520,2709,32676,27227,"E",32843,30388,1,1,8,10,1,10,9,10
"E01017813",9421,8522,23134,30367,26772,31513,30036,"E",32843,31646,3,3,8,10,9,10,10,10
"E01017942",8066,7227,23134,30789,10780,31656,32392,"E",32843,32048,3,3,8,10,4,10,10,10
"E01017645",27025,14705,3938,11131,32588,32835,7022,"E",32843,30995,9,5,2,4,10,10,3,10
"E01017710",24426,10680,18356,16534,10539,30359,12010,"E",32843,18849,8,4,6,6,4,10,4,6
"E01017869",2386,760,21453,32519,3794,32328,27303,"E",32843,31364,1,1,7,10,2,10,9,10
