"geo_code","domain_supermarket_proximity","domain_supermarket_accessibility","domain_ecommerce_access","domain_socio_demographic","domain_nonsupermarket_proximity","domain_food_for_families","domain_fuel_poverty","country","country_denominator","combined","pp_dec_domain_supermarket_proximity","pp_dec_domain_supermarket_accessibility","pp_dec_domain_ecommerce_access","pp_dec_domain_socio_demographic","pp_dec_domain_nonsupermarket_proximity","pp_dec_domain_food_for_families","pp_dec_domain_fuel_poverty","pp_dec_combined"
"E01017903",16596,15559,8458,13133,24867,30378,7263,"E",32843,17169,6,5,3,4,8,10,3,6
"E01017684",1053,694,14327,30307,7296,32496,24167,"E",32843,28165,1,1,5,10,3,10,8,9
"E01017792",18077,7797,18356,12905,30939,24982,19853,"E",32843,21023,6,3,6,4,10,8,7,7
"E01017871",3695,3075,23134,31494,8081,32230,28618,"E",32843,30930,2,1,8,10,3,10,9,10
"E01017687",18322,6374,18356,15203,9703,30895,20621,"E",32843,19367,6,2,6,5,3,10,7,6
"E01017909",21392,10802,26601,19846,17114,30236,15086,"E",32843,23422,7,4,9,7,6,10,5,8
"E01017708",28473,23640,8458,9615,13925,28676,10367,"E",32843,18629,9,8,3,3,5,9,4,6
"E01017704",441,1205,14327,31519,3294,32675,27765,"E",32843,30534,1,1,5,10,2,10,9,10
"E01017908",23066,6436,6523,12567,19576,31074,15004,"E",32843,18444,8,2,2,4,6,10,5,6
"E01017881",18478,12887,23134,26949,8422,31749,31919,"E",32843,31396,6,4,8,9,3,10,10,10
"E01017934",13295,3499,18356,18014,7499,32317,17260,"E",32843,21720,5,2,6,6,3,10,6,7
"E01017911",11308,4731,18356,14624,16236,31206,14433,"E",32843,17307,4,2,6,5,5,10,5,6
"E01017895",27789,9273,26601,18986,22507,32607,26613,"E",32843,31372,9,3,9,6,7,10,9,10
"E01017636",13370,3085,16854,28978,6697,31795,30861,"E",32843,29940,5,1,6,9,3,10,10,10
"E01017769",16052,2386,26601,32054,27959,28189,29875,"E",32843,31881,5,1,9,10,9,9,10,10
"E01017898",5918,13343,18356,21603,8891,32528,19440,"E",32843,24948,2,5,6,7,3,10,6,8
"E01017775",7615,2756,23134,20875,15731,32358,22474,"E",32843,25871,3,1,8,7,5,10,7,8
"E01017776",9896,3560,14327,18978,11623,32282,19485,"E",32843,21783,4,2,5,6,4,10,6,7
"E01032962",21991,9465,26601,31672,13606,27877,32739,"E",32843,32485,7,3,9,10,5,9,10,10
"E01017692",14992,11337,18356,24317,17140,30560,29733,"E",32843,27782,5,4,6,8,6,10,10,9
"E01017804",11041,17083,18356,19988,18325,31433,28993,"E",32843,27615,4,6,6,7,6,10,9,9
"E01017649",26461,3360,13349,21835,28730,32841,23816,"E",32843,31173,9,2,5,7,9,10,8,10
"E01017638",12469,7465,23134,32200,9197,31514,29300,"E",32843,31540,4,3,8,10,3,10,9,10
"E01017773",4466,5007,23134,30115,6150,32404,30643,"E",32843,31168,2,2,8,10,2,10,10,10
"E01017778",2330,1184,23134,30997,3791,31988,27600,"E",32843,29637,1,1,8,10,2,10,9,10
"E01017840",22286,11587,26601,22908,14478,30716,27149,"E",32843,28390,7,4,9,7,5,10,9,9
"E01017670",2947,3304,23134,28274,1822,32263,31119,"E",32843,30380,1,2,8,9,1,10,10,10
"E01017749",5199,1604,23134,30746,14007,30002,32527,"E",32843,31522,2,1,8,10,5,10,10,10
"E01017857",25199,13109,8458,8187,23723,29684,14277,"E",32843,18432,8,4,3,3,8,10,5,6
"E01017855",1991,10649,14327,23706,8635,32495,23771,"E",32843,25531,1,4,5,8,3,10,8,8
"E01017763",27682,8047,26601,29939,30477,31557,32826,"E",32843,32828,9,3,9,10,10,10,10,10
"E01032959",24296,16503,26601,17683,8868,30752,16502,"E",32843,24383,8,6,9,6,3,10,6,8
"E01017786",11046,2216,21453,31722,7083,32660,31381,"E",32843,32301,4,1,7,10,3,10,10,10
"E01017673",473,584,14327,30850,740,32774,30145,"E",32843,30964,1,1,5,10,1,10,10,10
"E01017899",18490,19373,8458,10524,19176,30484,11713,"E",32843,17098,6,6,3,4,6,10,4,6
"E01017791",4929,2849,18356,18001,27487,29280,21172,"E",32843,20266,2,1,6,6,9,9,7,7
"E01017714",7065,498,21453,32320,1189,32822,29152,"E",32843,32130,3,1,7,10,1,10,9,10
"E01017890",11343,5232,23134,32366,8773,32454,30363,"E",32843,32334,4,2,8,10,3,10,10,10
"E01017747",21123,7162,18356,20021,29832,26709,24453,"E",32843,25027,7,3,6,7,10,9,8,8
"E01017717",963,450,14327,25586,3054,32812,19782,"E",32843,25251,1,1,5,8,1,10,7,8
"E01017880",23982,5607,23134,32583,6670,31942,28973,"E",32843,32328,8,2,8,10,3,10,9,10
"E01017790",5735,4157,8458,10124,18193,29801,6281,"E",32843,8162,2,2,3,4,6,10,2,3
"E01017801",4754,8962,26601,32323,8390,32625,29779,"E",32843,32429,2,3,9,10,3,10,10,10
"E01017640",26191,6432,23134,25751,10039,31535,32616,"E",32843,32057,8,2,8,8,4,10,10,10
"E01017896",24053,5027,26601,31744,13086,32584,29043,"E",32843,32498,8,2,9,10,4,10,9,10
"E01017863",14489,9853,26601,30224,18201,30814,30362,"E",32843,31284,5,3,9,10,6,10,10,10
"E01017907",8924,6917,8458,11248,14861,30927,11905,"E",32843,12130,3,3,3,4,5,10,4,4
"E01017782",11456,2599,26601,32833,3665,32654,29850,"E",32843,32641,4,1,9,10,2,10,10,10
"E01017639",19634,5175,26601,31995,11710,31111,32551,"E",32843,32618,6,2,9,10,4,10,10,10
"E01017734",773,4283,26601,32629,2293,32612,31307,"E",32843,32601,1,2,9,10,1,10,10,10
"E01017866",13306,4910,23134,32396,5954,32291,32445,"E",32843,32667,5,2,8,10,2,10,10,10
"E01017860",19491,12859,18356,17591,22809,29786,15498,"E",32843,20840,6,4,6,6,7,10,5,7
"E01017781",15425,3972,18356,14633,30573,28283,13788,"E",32843,20494,5,2,6,5,10,9,5,7
"E01017873",12598,2160,26601,32604,6853,31982,30510,"E",32843,32384,4,1,9,10,3,10,10,10
"E01017897",15063,8635,23134,27103,13865,32551,29920,"E",32843,31129,5,3,8,9,5,10,10,10
"E01017803",7727,2305,26601,32170,3286,31864,30882,"E",32843,31994,3,1,9,10,2,10,10,10
"E01017859",27043,4416,26601,26992,27546,29161,26943,"E",32843,30551,9,2,9,9,9,9,9,10
"E01017695",3567,11897,23134,26186,5198,32649,28862,"E",32843,30005,2,4,8,8,2,10,9,10
"E01017693",1837,1085,23134,31815,116,32568,28648,"E",32843,31275,1,1,8,10,1,10,9,10
"E01017878",801,621,21453,32544,388,32780,28295,"E",32843,32000,1,1,7,10,1,10,9,10
"E01017872",1951,1899,14327,31533,4662,32209,32603,"E",32843,32118,1,1,5,10,2,10,10,10
"E01017839",30032,6590,29847,16696,32373,25063,19077,"E",32843,30497,10,3,10,6,10,8,6,10
"E01017925",13366,7349,26601,19485,17990,29110,17756,"E",32843,20608,5,3,9,6,6,9,6,7
"E01032957",24069,17360,29847,29753,11757,28631,31966,"E",32843,32171,8,6,10,10,4,9,10,10
"E01017787",10030,8448,21453,32595,8658,32663,29958,"E",32843,32502,4,3,7,10,3,10,10,10
"E01017935",8877,8025,23134,26674,6865,32462,25029,"E",32843,28445,3,3,8,9,3,10,8,9
"E01017770",23208,19244,18356,15528,31524,24964,18880,"E",32843,25413,8,6,6,5,10,8,6,8
"E01017814",20690,4006,26601,29698,6266,31715,29000,"E",32843,30845,7,2,9,10,2,10,9,10
"E01017817",4059,4915,26601,26518,2200,31170,29141,"E",32843,27638,2,2,9,9,1,10,9,9
"E01017702",1412,7091,23134,22449,10034,32729,21708,"E",32843,26940,1,3,8,7,4,10,7,9
"E01017870",2584,2358,21453,32559,8875,31827,29276,"E",32843,31586,1,1,7,10,3,10,9,10
"E01017779",3464,1269,21453,32740,183,32600,32044,"E",32843,32634,2,1,7,10,1,10,10,10
"E01017643",497,1057,14327,30278,640,32708,27950,"E",32843,29670,1,1,5,10,1,10,9,10
"E01017783",2291,1966,21453,31430,1072,32609,29506,"E",32843,31236,1,1,7,10,1,10,9,10
"E01017932",6470,1136,14327,29461,4201,32723,29917,"E",32843,30500,2,1,5,9,2,10,10,10
"E01017746",17471,2796,21453,29794,27189,32118,30285,"E",32843,31969,6,1,7,10,9,10,10,10
"E01017777",7547,2061,23134,32342,12051,32403,27818,"E",32843,31815,3,1,8,10,4,10,9,10
"E01017721",23500,7423,26601,19869,4247,31139,26977,"E",32843,27137,8,3,9,7,2,10,9,9
"E01032960",2793,849,21453,30066,880,32757,24976,"E",32843,29653,1,1,7,10,1,10,8,10
"E01017660",11159,4739,26601,25372,8161,30745,30686,"E",32843,28846,4,2,9,8,3,10,10,9
"E01017822",4430,3299,26601,32699,2836,32582,29712,"E",32843,32478,2,2,9,10,1,10,10,10
"E01017646",25820,4025,13349,14990,28477,32830,18256,"E",32843,29636,8,2,5,5,9,10,6,10
"E01017760",7565,6616,21453,32344,7915,32449,29175,"E",32843,31972,3,3,7,10,3,10,9,10
"E01017931",28013,8987,14327,21815,9767,32772,27168,"E",32843,30474,9,3,5,7,3,10,9,10
"E01017924",18028,3226,26601,30557,28518,27038,30905,"E",32843,31509,6,1,9,10,9,9,10,10
"E01017826",9673,10793,18356,18472,26846,31326,21630,"E",32843,24934,3,4,6,6,9,10,7,8
"E01017648",24261,1468,21453,32184,27293,32838,32765,"E",32843,32840,8,1,7,10,9,10,10,10
"E01017712",28165,15256,18356,10983,19246,28071,4887,"E",32843,17685,9,5,6,4,6,9,2,6
"E01017837",31582,12271,29847,8414,31587,25335,9665,"E",32843,29281,10,4,10,3,10,8,3,9
"E01017701",1743,2682,26601,30455,5311,32742,27888,"E",32843,31215,1,1,9,10,2,10,9,10
"E01017864",10033,6025,23134,32497,5527,32224,30295,"E",32843,32212,4,2,8,10,2,10,10,10
"E01017788",10147,7343,12493,18565,12433,32636,21179,"E",32843,24351,4,3,4,6,4,10,7,8
"E01017647",18906,2496,21453,32402,27564,32829,31171,"E",32843,32808,6,1,7,10,9,10,10,10
"E01017876",3707,4914,26601,32818,4085,32226,31019,"E",32843,32578,2,2,9,10,2,10,10,10
"E01017681",2480,756,14327,22583,25058,32064,21024,"E",32843,24560,1,1,5,7,8,10,7,8
"E01017936",7691,5267,23134,29910,2097,32589,31499,"E",32843,31721,3,2,8,10,1,10,10,10
"E01032961",31518,15348,18356,12233,25237,27106,14213,"E",32843,24731,10,5,6,4,8,9,5,8
"E01017709",21516,8749,8458,8640,16844,29569,4360,"E",32843,11029,7,3,3,3,6,10,2,4
"E01017650",29816,1842,21453,29002,17571,32843,31188,"E",32843,32640,10,1,7,9,6,10,10,10
"E01017821",17014,7794,26601,29006,4785,32627,29815,"E",32843,31669,6,3,9,9,2,10,10,10
"E01017939",15839,11600,18356,27582,11058,32024,29280,"E",32843,29824,5,4,6,9,4,10,9,10
"E01017835",4562,5664,23134,24289,4007,32180,30957,"E",32843,29374,2,2,8,8,2,10,10,9
"E01017799",14967,11670,26601,29198,9377,32704,30418,"E",32843,32061,5,4,9,9,3,10,10,10
"E01017823",2168,6543,23134,26226,2555,32425,22429,"E",32843,26456,1,2,8,8,1,10,7,9
"E01017739",13721,3606,21453,32461,27404,32038,28642,"E",32843,32439,5,2,7,10,9,10,9,10
"E01017742",25303,11042,26601,24829,31452,31755,30587,"E",32843,32521,8,4,9,8,10,10,10,10
"E01017916",971,502,14327,32307,856,32680,29018,"E",32843,31458,1,1,5,10,1,10,9,10
"E01017862",11008,9033,26601,28105,9686,31179,27164,"E",32843,28639,4,3,9,9,3,10,9,9
"E01017796",29605,10599,26601,21254,20406,32746,23755,"E",32843,31624,10,4,9,7,7,10,8,10
"E01017688",14243,11410,26601,23693,15663,30247,30172,"E",32843,28912,5,4,9,8,5,10,10,9
"E01017798",24808,6168,21453,31866,5939,32725,32344,"E",32843,32759,8,2,7,10,2,10,10,10
"E01017718",3908,1001,14327,26889,3126,32817,25836,"E",32843,28006,2,1,5,9,1,10,8,9
"E01017858",31646,7936,29847,16513,29618,27082,15772,"E",32843,29765,10,3,10,6,10,9,5,10
"E01017715",142,1012,14327,29230,3201,32779,28766,"E",32843,29769,1,1,5,9,1,10,9,10
"E01017874",7120,8345,21453,29292,7412,32409,23046,"E",32843,28626,3,3,7,9,3,10,8,9
"E01017765",6439,1911,26601,32807,26790,31198,28931,"E",32843,32516,2,1,9,10,9,10,9,10
"E01017762",7638,1028,21453,32841,6160,32443,27324,"E",32843,32102,3,1,7,10,2,10,9,10
"E01017744",15221,4947,14327,24844,10395,32274,26025,"E",32843,27009,5,2,5,8,4,10,8,9
"E01017635",21638,15448,18356,23994,15583,31474,28093,"E",32843,28792,7,5,6,8,5,10,9,9
"E01017669",3715,4128,23134,26132,2004,32657,21167,"E",32843,26934,2,2,8,8,1,10,7,9
"E01017651",1170,3574,26601,31957,2766,32730,30795,"E",32843,32341,1,2,9,10,1,10,10,10
"E01017641",3795,1598,23134,29574,2287,31768,31399,"E",32843,30438,2,1,8,10,1,10,10,10
"E01017912",9083,13740,18356,26111,16462,30985,21110,"E",32843,24447,3,5,6,8,6,10,7,8
"E01032955",31710,10339,18356,11953,22152,28013,29221,"E",32843,28813,10,4,6,4,7,9,9,9
"E01017828",7763,17138,18356,19034,13287,31663,23615,"E",32843,23926,3,6,6,6,5,10,8,8
"E01032610",25284,6184,23134,30666,5427,32073,31498,"E",32843,32196,8,2,8,10,2,10,10,10
"E01017854",1424,2199,21453,30466,1811,32586,27665,"E",32843,30089,1,1,7,10,1,10,9,10
"E01017745",16269,2760,21453,23457,26765,32160,30859,"E",32843,31163,5,1,7,8,9,10,10,10
"E01017764",14045,5384,26601,32680,27228,31101,29043,"E",32843,32558,5,2,9,10,9,10,9,10
"E01017922",8578,7219,18356,17706,19087,30457,20925,"E",32843,19550,3,3,6,6,6,10,7,6
"E01017719",835,10842,13349,20782,4548,32379,23656,"E",32843,23102,1,4,5,7,2,10,8,8
"E01017926",16714,23579,18356,10827,20103,30094,8246,"E",32843,19021,6,8,6,4,7,10,3,6
"E01017816",9242,17234,23134,25937,151,31838,29843,"E",32843,29337,3,6,8,8,1,10,10,9
"E01017940",6571,2662,26601,28567,7752,31524,29160,"E",32843,29365,3,1,9,9,3,10,9,9
"E01017644",21039,1177,21453,25229,28254,32837,31586,"E",32843,32511,7,1,7,8,9,10,10,10
"E01017795",6113,3734,18356,18191,28626,29281,18146,"E",32843,20310,2,2,6,6,9,9,6,7
"E01017824",7574,14653,23134,24667,8515,31440,26061,"E",32843,26498,3,5,8,8,3,10,8,9
"E01017730",17586,10790,16854,14915,28185,32678,22890,"E",32843,29249,6,4,6,5,9,10,7,9
"E01017758",8718,2297,21453,29988,5497,32261,30478,"E",32843,30772,3,1,7,10,2,10,10,10
"E01017703",398,1207,14327,27967,2057,32656,28289,"E",32843,28438,1,1,5,9,1,10,9,9
"E01017915",7084,1002,14327,25969,1357,32760,18207,"E",32843,25132,3,1,5,8,1,10,6,8
"E01017759",3191,3455,14327,26190,6334,32642,24499,"E",32843,26687,1,2,5,8,2,10,8,9
"E01017690",28419,13428,18356,22950,7570,31089,28147,"E",32843,28810,9,5,6,7,3,10,9,9
"E01017846",13452,15565,16854,16019,11722,32524,19227,"E",32843,24685,5,5,6,5,4,10,6,8
"E01017913",17261,11439,6523,14120,23958,30411,13725,"E",32843,17640,6,4,2,5,8,10,5,6
"E01017894",26147,6893,23134,31141,12514,32624,32731,"E",32843,32799,8,3,8,10,4,10,10,10
"E01017768",23034,3199,14327,27366,8846,32686,29668,"E",32843,30916,8,1,5,9,3,10,10,10
"E01017752",2890,1554,14327,32287,1309,32023,32014,"E",32843,31897,1,1,5,10,1,10,10,10
"E01017847",14204,11245,23134,27524,16639,32532,32505,"E",32843,32403,5,4,8,9,6,10,10,10
"E01017904",24183,9537,6523,10640,25622,29741,9403,"E",32843,17285,8,3,2,4,8,10,3,6
"E01032958",1398,3529,23134,31113,3194,32467,27748,"E",32843,30593,1,2,8,10,1,10,9,10
"E01017743",10170,3585,18356,15917,27226,31891,16268,"E",32843,23536,4,2,6,5,9,10,5,8
"E01017933",23919,2625,12493,20998,9170,32747,25794,"E",32843,28484,8,1,4,7,3,10,8,9
"E01032609",11960,7392,18356,21978,6839,32231,24728,"E",32843,25383,4,3,6,7,3,10,8,8
"E01017928",8623,11782,16854,14499,15628,29390,18524,"E",32843,15195,3,4,6,5,5,9,6,5
"E01017735",2618,1523,21453,29712,2954,32807,30740,"E",32843,31380,1,1,7,10,1,10,10,10
"E01017733",1091,3915,23134,26418,844,32655,22642,"E",32843,27134,1,2,8,9,1,10,7,9
"E01017929",27847,8424,4045,10337,15343,32765,18753,"E",32843,26499,9,3,2,4,5,10,6,9
"E01017883",11924,3554,26601,30649,7798,31339,32239,"E",32843,31944,4,2,9,10,3,10,10,10
"E01017888",1496,961,21453,32533,3248,32685,25109,"E",32843,31515,1,1,7,10,1,10,8,10
"E01017698",21363,25365,18356,18894,18158,30964,17635,"E",32843,25748,7,8,6,6,6,10,6,8
"E01017751",6774,4751,26601,32812,4968,32594,28961,"E",32843,32550,3,2,9,10,2,10,9,10
"E01017917",7174,2423,21453,30998,4755,32753,30973,"E",32843,31908,3,1,7,10,2,10,10,10
"E01017920",10296,5518,18356,23365,13804,30622,26347,"E",32843,23462,4,2,6,8,5,10,9,8
"E01017724",26791,13358,8458,12758,9180,30695,8996,"E",32843,17154,9,5,3,4,3,10,3,6
"E01017668",14885,14422,18356,19463,14547,29412,18749,"E",32843,18998,5,5,6,6,5,9,6,6
"E01017694",470,1124,23134,31473,2358,32745,25986,"E",32843,30871,1,1,8,10,1,10,8,10
"E01017905",31615,21885,6523,8622,30364,28887,6182,"E",32843,26673,10,7,2,3,10,9,2,9
"E01017642",202,2494,14327,28271,2744,32756,26375,"E",32843,28320,1,1,5,9,1,10,9,9
"E01017893",26290,9347,18356,12227,15516,32581,22655,"E",32843,27776,9,3,6,4,5,10,7,9
"E01017729",5967,4345,23134,29339,27149,32633,31552,"E",32843,32401,2,2,8,9,9,10,10,10
"E01017677",1798,2422,14327,27520,10560,32121,32714,"E",32843,31369,1,1,5,9,4,10,10,10
"E01017680",1432,3149,16854,16804,19028,32242,15719,"E",32843,20634,1,1,6,6,6,10,5,7
"E01032956",20119,7773,26601,32549,6836,27017,32817,"E",32843,32598,7,3,9,10,3,9,10,10
"E01017923",30390,11623,29847,10681,30501,23895,15699,"E",32843,27919,10,4,10,4,10,8,5,9
"E01017707",23676,11046,8458,7721,6625,29288,9050,"E",32843,10624,8,4,3,3,3,9,3,4
"E01017818",5146,10617,26601,29031,6110,32304,28757,"E",32843,30635,2,4,9,9,2,10,9,10
"E01017937",7781,2629,26601,32264,5268,31678,32463,"E",32843,32556,3,1,9,10,2,10,10,10
"E01017662",31871,10877,18356,12452,18196,29561,17945,"E",32843,25750,10,4,6,4,6,10,6,8
"E01017811",20691,8930,23134,23910,8575,32253,30076,"E",32843,30321,7,3,8,8,3,10,10,10
"E01017711",16416,5869,8458,8451,15492,28774,10285,"E",32843,8832,5,2,3,3,5,9,4,3
"E01017906",9537,16315,955,10559,22916,30735,3758,"E",32843,13044,3,5,1,4,7,10,2,4
"E01017655",12535,3645,26601,26292,6108,29230,31237,"E",32843,28530,4,2,9,9,2,9,10,9
"E01017666",28394,17806,8458,11104,19630,26733,17429,"E",32843,18493,9,6,3,4,6,9,6,6
"E01017628",3844,1343,23134,28257,5056,32193,29988,"E",32843,29648,2,1,8,9,2,10,10,10
"E01017844",16410,9310,8458,11591,12332,31540,18322,"E",32843,17554,5,3,3,4,4,10,6,6
"E01017755",30639,10034,21453,27817,13791,32527,29355,"E",32843,32228,10,4,7,9,5,10,9,10
"E01017885",3436,1260,14327,32370,3545,32701,30951,"E",32843,32142,2,1,5,10,2,10,10,10
"E01017901",8588,4293,18356,12347,10651,30516,6201,"E",32843,10937,3,2,6,4,4,10,2,4
"E01017737",6929,2945,14327,30592,27378,32792,32629,"E",32843,32723,3,1,5,10,9,10,10,10
"E01017661",16907,11107,18356,12858,13356,30588,16720,"E",32843,17669,6,4,6,4,5,10,6,6
"E01017820",32035,20625,23134,26526,21942,32637,32779,"E",32843,32836,10,7,8,9,7,10,10,10
"E01017689",21114,2411,26601,27545,11796,31203,32530,"E",32843,31949,7,1,9,9,4,10,10,10
"E01017900",16442,8895,18356,14781,15790,30876,20105,"E",32843,20076,6,3,6,5,5,10,7,7
"E01017637",25736,8475,26601,24409,18075,30636,29811,"E",32843,30450,8,3,9,8,6,10,10,10
"E01017910",9816,3337,29847,20088,27870,27740,26173,"E",32843,26973,3,2,10,7,9,9,8,9
"E01017868",10087,14251,23134,28702,13492,31963,31563,"E",32843,31520,4,5,8,9,5,10,10,10
"E01017882",11956,10663,18356,28840,10937,31716,30941,"E",32843,30475,4,4,6,9,4,10,10,10
"E01017731",1949,12214,30647,20394,5157,32142,20058,"E",32843,26967,1,4,10,7,2,10,7,9
"E01017797",22085,7263,26601,32567,7192,32679,27719,"E",32843,32597,7,3,9,10,3,10,9,10
"E01017756",10415,4087,14327,32180,9183,32325,29593,"E",32843,31585,4,2,5,10,3,10,10,10
"E01017672",743,2515,26601,30571,153,32694,27892,"E",32843,30986,1,1,9,10,1,10,9,10
"E01017853",3218,4069,26601,28083,8345,31824,26739,"E",32843,28409,1,2,9,9,3,10,9,9
"E01017766",1208,404,23134,31842,685,32431,29450,"E",32843,31291,1,1,8,10,1,10,9,10
"E01017741",15762,4613,18356,17354,28709,31731,26961,"E",32843,28264,5,2,6,6,9,10,9,9
"E01017750",2723,1378,23134,30946,3127,31992,28388,"E",32843,29853,1,1,8,10,1,10,9,10
"E01017654",21287,20326,8458,9853,16417,23761,11578,"E",32843,10124,7,7,3,3,5,8,4,4
"E01017658",1115,2500,31036,30921,1589,32494,28488,"E",32843,31808,1,1,10,10,1,10,9,10
"E01017927",10698,5592,18356,20979,19252,29958,24888,"E",32843,21892,4,2,6,7,6,10,8,7
"E01017861",10761,7316,26601,30449,11473,31219,32352,"E",32843,32055,4,3,9,10,4,10,10,10
"E01017930",19836,3486,14327,30948,6009,32771,32783,"E",32843,32670,7,2,5,10,2,10,10,10
"E01017631",4257,1522,23134,29525,3970,32332,30133,"E",32843,30419,2,1,8,9,2,10,10,10
"E01017829",3278,15081,26601,29477,9186,31194,24369,"E",32843,28463,1,5,9,9,3,10,8,9
"E01017865",9136,5834,23134,31283,4964,32189,29076,"E",32843,31040,3,2,8,10,2,10,9,10
"E01017794",2962,2805,21453,31514,8165,32741,32233,"E",32843,32493,1,1,7,10,3,10,10,10
"E01017713",7060,4409,14327,22769,4333,32827,19379,"E",32843,25182,3,2,5,7,2,10,6,8
"E01017856",2217,13234,13349,16899,11004,32392,13397,"E",32843,20074,1,5,5,6,4,10,5,7
"E01017800",15347,4524,21453,19213,4817,32706,23521,"E",32843,26815,5,2,7,6,2,10,8,9
"E01017696",2857,6475,23134,29991,1855,32691,29157,"E",32843,30925,1,2,8,10,1,10,9,10
"E01017753",22131,6651,13349,18640,9679,32547,16519,"E",32843,24405,7,3,5,6,3,10,6,8
"E01017836",19767,3189,6523,22053,19092,30285,21358,"E",32843,20591,7,1,2,7,6,10,7,7
"E01017653",10834,12274,18356,22917,10573,27409,25097,"E",32843,19372,4,4,6,7,4,9,8,6
"E01017774",5711,4555,23134,32151,6549,32345,29875,"E",32843,31850,2,2,8,10,2,10,10,10
"E01017827",8094,14714,23134,22828,9169,31166,20075,"E",32843,23013,3,5,8,7,3,10,7,8
"E01017740",9095,8263,21453,27443,16661,32106,28385,"E",32843,29613,3,3,7,9,6,10,9,10
"E01017659",16225,19131,8458,12852,16791,29956,15073,"E",32843,16321,5,6,3,4,6,10,5,5
"E01017802",4221,8461,18356,18777,12379,32482,22150,"E",32843,24307,2,3,6,6,4,10,7,8
"E01017697",14365,11368,26601,27213,13142,30933,31776,"E",32843,31125,5,4,9,9,5,10,10,10
"E01017728",9150,1229,29847,30289,24874,32665,16496,"E",32843,31467,3,1,10,10,8,10,6,10
"E01025170",27881,20655,7315,13591,17467,7885,20244,"E",32843,12074,9,7,3,5,6,3,7,4
"E01025169",4681,9975,3815,24384,2858,20611,22121,"E",32843,8315,2,4,2,8,1,7,7,3
"E01025168",4307,10033,6117,18844,3923,20343,14788,"E",32843,3796,2,4,2,6,2,7,5,2
"E01025138",31990,31003,13349,9647,23322,8525,7757,"E",32843,23112,10,10,5,3,8,3,3,8
"E01025155",19829,17452,23134,23329,13377,8514,20055,"E",32843,14278,7,6,8,8,5,3,7,5
"E01025089",2809,25643,7780,19494,4406,16686,22741,"E",32843,9964,1,8,3,6,2,6,7,4
"E01025106",1953,11671,22238,19773,5102,16538,17086,"E",32843,6814,1,4,7,7,2,6,6,3
"E01025172",23884,21161,12493,15054,13267,8808,21550,"E",32843,11027,8,7,4,5,5,3,7,4
"E01025166",287,1593,6117,25908,1895,22518,19314,"E",32843,7412,1,1,2,8,1,7,6,3
"E01025099",28132,27925,29847,9863,30167,2894,11397,"E",32843,25041,9,9,10,4,10,1,4,8
"E01025154",6789,14209,955,1378,20087,8783,1419,"E",32843,345,3,5,1,1,7,3,1,1
"E01025160",1974,19509,7780,32196,1163,15550,21749,"E",32843,20475,1,6,3,10,1,5,7,7
"E01025110",25269,32272,265,769,32073,884,593,"E",32843,21487,8,10,1,1,10,1,1,7
"E01025109",1824,5772,14327,25315,4694,16088,26125,"E",32843,10771,1,2,5,8,2,5,8,4
"E01025103",5995,16606,26601,30612,27774,4687,25100,"E",32843,25752,2,6,9,10,9,2,8,8
"E01025114",10211,26301,12493,17141,19764,3959,18748,"E",32843,9659,4,9,4,6,7,2,6,3
"E01025159",2316,23386,14327,22496,2377,13794,22952,"E",32843,10362,1,8,5,7,1,5,7,4
"E01025105",3165,4532,30790,32681,1526,17760,17518,"E",32843,27058,1,2,10,10,1,6,6,9
"E01025146",16784,11178,26601,28491,26618,9524,30353,"E",32843,27751,6,4,9,9,9,3,10,9
"E01025167",2320,312,6117,31887,1687,25692,25803,"E",32843,22098,1,1,2,10,1,8,8,7
"E01025124",7367,23594,4045,7772,13862,5029,7188,"E",32843,1429,3,8,2,3,5,2,3,1
"E01025123",7461,15111,21453,20735,8508,4384,21290,"E",32843,7575,3,5,7,7,3,2,7,3
"E01025112",30473,29760,4045,2985,30950,3118,6216,"E",32843,20382,10,10,2,1,10,1,2,7
"E01025130",3099,6102,6117,29385,848,20203,25894,"E",32843,14532,1,2,2,9,1,7,8,5
"E01025121",9606,12769,13349,21174,10223,3552,21760,"E",32843,5936,3,4,5,7,4,2,7,2
"E01025147",13498,28036,29847,18564,28504,7150,19307,"E",32843,24021,5,9,10,6,9,3,6,8
"E01033071",31412,31562,29847,11231,31964,2992,7705,"E",32843,30524,10,10,10,4,10,1,3,10
"E01025102",26641,26831,26601,17387,30223,2240,18555,"E",32843,24835,9,9,9,6,10,1,6,8
"E01025133",7032,23018,6117,24066,8145,17440,31722,"E",32843,22578,3,8,2,8,3,6,10,7
"E01025101",22485,29781,8458,4553,30237,2882,2587,"E",32843,13895,7,10,3,2,10,1,1,5
"E01025173",28270,30417,265,5497,18671,9969,8782,"E",32843,13032,9,10,1,2,6,4,3,4
"E01025149",6281,20987,18356,12194,19584,8663,13148,"E",32843,5780,2,7,6,4,6,3,5,2
"E01025140",21749,28321,4045,5630,23215,8918,8468,"E",32843,8835,7,9,2,2,8,3,3,3
"E01025088",19368,13005,6117,28137,4274,18693,28006,"E",32843,19266,6,4,2,9,2,6,9,6
